Charity,Food Moved KG,Year,eatwellcatagory_name,member_id
The Life Centre,806.35,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",121
The Life Centre (YSH),770.98,2023,"Beans, pulses, fish, eggs, meat and other proteins",9461
The Life Centre (YSH),69,2023,Dairy and alternatives,9461
The Life Centre (YSH),340.65,2023,Eat less often and in small amounts,9461
The Life Centre (YSH),427.28,2023,Fruit and vegetables,9461
The Life Centre (YSH),22.5,2023,Not Applicable,9461
The Life Centre (YSH),267.56,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9461
The New Bierley Community Centre (Bradford Life Centre),227.6,2023,"Beans, pulses, fish, eggs, meat and other proteins",12117
The New Bierley Community Centre (Bradford Life Centre),153.4,2023,Dairy and alternatives,12117
The New Bierley Community Centre (Bradford Life Centre),94.8,2023,Eat less often and in small amounts,12117
The New Bierley Community Centre (Bradford Life Centre),686.2,2023,Fruit and vegetables,12117
The New Bierley Community Centre (Bradford Life Centre),91.7,2023,Not Applicable,12117
The New Bierley Community Centre (Bradford Life Centre),139.82,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12117
The Scholemoor Beacon,1150,2023,"Beans, pulses, fish, eggs, meat and other proteins",3730
The Scholemoor Beacon,842.29,2023,Dairy and alternatives,3730
The Scholemoor Beacon,879.55,2023,Eat less often and in small amounts,3730
The Scholemoor Beacon,3178.97,2023,Fruit and vegetables,3730
The Scholemoor Beacon,507.25,2023,Not Applicable,3730
The Scholemoor Beacon,1482.49,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3730
The Vine (Prime Time Bradford),695.91,2023,"Beans, pulses, fish, eggs, meat and other proteins",3145
The Vine (Prime Time Bradford),653.4,2023,Dairy and alternatives,3145
The Vine (Prime Time Bradford),642.55,2023,Eat less often and in small amounts,3145
The Vine (Prime Time Bradford),2494.15,2023,Fruit and vegetables,3145
The Vine (Prime Time Bradford),507.28,2023,Not Applicable,3145
The Vine (Prime Time Bradford),939.03,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3145
The Well Project,705.1,2023,"Beans, pulses, fish, eggs, meat and other proteins",992
The Well Project,538.15,2023,Dairy and alternatives,992
The Well Project,1015.65,2023,Eat less often and in small amounts,992
The Well Project,1765.35,2023,Fruit and vegetables,992
The Well Project,317.55,2023,Not Applicable,992
The Well Project,1184.85,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",992
Thornbury Food Hub,301.7,2023,"Beans, pulses, fish, eggs, meat and other proteins",6916
Thornbury Food Hub,316.3,2023,Dairy and alternatives,6916
Thornbury Food Hub,538.85,2023,Eat less often and in small amounts,6916
Thornbury Food Hub,1977.63,2023,Fruit and vegetables,6916
Thornbury Food Hub,523.7,2023,Not Applicable,6916
Thornbury Food Hub,995.63,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6916
"Thornbury School, Food Hub YSH",333.54,2023,"Beans, pulses, fish, eggs, meat and other proteins",10558
"Thornbury School, Food Hub YSH",6,2023,Dairy and alternatives,10558
"Thornbury School, Food Hub YSH",162.76,2023,Eat less often and in small amounts,10558
"Thornbury School, Food Hub YSH",326.7,2023,Fruit and vegetables,10558
"Thornbury School, Food Hub YSH",10,2023,Not Applicable,10558
"Thornbury School, Food Hub YSH",116.98,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10558
Thornhill J & I School (THURSDAY),501.1,2023,"Beans, pulses, fish, eggs, meat and other proteins",5802
Thornhill J & I School (THURSDAY),754.7,2023,Dairy and alternatives,5802
Thornhill J & I School (THURSDAY),566.41,2023,Eat less often and in small amounts,5802
Thornhill J & I School (THURSDAY),2015.52,2023,Fruit and vegetables,5802
Thornhill J & I School (THURSDAY),270.9,2023,Not Applicable,5802
Thornhill J & I School (THURSDAY),1061.06,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5802
Tong and Laisterdyke (YSH),1470.18,2023,"Beans, pulses, fish, eggs, meat and other proteins",10200
Tong and Laisterdyke (YSH),123,2023,Dairy and alternatives,10200
Tong and Laisterdyke (YSH),658.9,2023,Eat less often and in small amounts,10200
Tong and Laisterdyke (YSH),1248.84,2023,Fruit and vegetables,10200
Tong and Laisterdyke (YSH),52.5,2023,Not Applicable,10200
Tong and Laisterdyke (YSH),543.9,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10200
Tong and Laisterdyke PCC,797.15,2023,"Beans, pulses, fish, eggs, meat and other proteins",10170
Tong and Laisterdyke PCC,757.15,2023,Dairy and alternatives,10170
Tong and Laisterdyke PCC,641.75,2023,Eat less often and in small amounts,10170
Tong and Laisterdyke PCC,2643.9,2023,Fruit and vegetables,10170
Tong and Laisterdyke PCC,478.7,2023,Not Applicable,10170
Tong and Laisterdyke PCC,728.82,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10170
Trinity Mission (YSH),885.14,2023,"Beans, pulses, fish, eggs, meat and other proteins",10167
Trinity Mission (YSH),54,2023,Dairy and alternatives,10167
Trinity Mission (YSH),377.7,2023,Eat less often and in small amounts,10167
Trinity Mission (YSH),691,2023,Fruit and vegetables,10167
Trinity Mission (YSH),45,2023,Not Applicable,10167
Trinity Mission (YSH),271,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10167
Trinity Mission Castleford CIO,1316.62,2023,"Beans, pulses, fish, eggs, meat and other proteins",122
Trinity Mission Castleford CIO,709.55,2023,Dairy and alternatives,122
Trinity Mission Castleford CIO,764.15,2023,Eat less often and in small amounts,122
Trinity Mission Castleford CIO,2310.3,2023,Fruit and vegetables,122
Trinity Mission Castleford CIO,369.3,2023,Not Applicable,122
Trinity Mission Castleford CIO,3.1,2023,Oil & Spreads,122
Trinity Mission Castleford CIO,1321.7,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",122
UCKG Community Soup Kitchen,689.85,2023,"Beans, pulses, fish, eggs, meat and other proteins",7264
UCKG Community Soup Kitchen,958.9,2023,Dairy and alternatives,7264
UCKG Community Soup Kitchen,672.1,2023,Eat less often and in small amounts,7264
UCKG Community Soup Kitchen,2604.77,2023,Fruit and vegetables,7264
UCKG Community Soup Kitchen,461.11,2023,Not Applicable,7264
UCKG Community Soup Kitchen,1201.4,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7264
United Response,7.29,2023,"Beans, pulses, fish, eggs, meat and other proteins",5507
United Response,3,2023,Dairy and alternatives,5507
United Response,1,2023,Eat less often and in small amounts,5507
United Response,12,2023,Fruit and vegetables,5507
United Response,571.3,2023,Not Applicable,5507
Upper Batley High School,690.47,2023,"Beans, pulses, fish, eggs, meat and other proteins",9495
Upper Batley High School,668.05,2023,Dairy and alternatives,9495
Upper Batley High School,766.6,2023,Eat less often and in small amounts,9495
Upper Batley High School,2258.3,2023,Fruit and vegetables,9495
Upper Batley High School,322.3,2023,Not Applicable,9495
Upper Batley High School,872.6,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9495
Volunteers FSY Leeds,48.8,2023,"Beans, pulses, fish, eggs, meat and other proteins",3677
Volunteers FSY Leeds,198.2,2023,Dairy and alternatives,3677
Volunteers FSY Leeds,104.2,2023,Eat less often and in small amounts,3677
Volunteers FSY Leeds,123.7,2023,Fruit and vegetables,3677
Volunteers FSY Leeds,50,2023,Not Applicable,3677
Volunteers FSY Leeds,264.5,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3677
Watsonia Food Pantry (YSH),864.9,2023,"Beans, pulses, fish, eggs, meat and other proteins",9583
Watsonia Food Pantry (YSH),6,2023,Dairy and alternatives,9583
Watsonia Food Pantry (YSH),442.16,2023,Eat less often and in small amounts,9583
Watsonia Food Pantry (YSH),904.08,2023,Fruit and vegetables,9583
Watsonia Food Pantry (YSH),18,2023,Not Applicable,9583
Watsonia Food Pantry (YSH),240.26,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9583
Welcome Centre,117.05,2023,"Beans, pulses, fish, eggs, meat and other proteins",994
Welcome Centre,388.4,2023,Dairy and alternatives,994
Welcome Centre,1659.1,2023,Eat less often and in small amounts,994
Welcome Centre,936.35,2023,Fruit and vegetables,994
Welcome Centre,3193.85,2023,Not Applicable,994
Welcome Centre,6.2,2023,Oil & Spreads,994
Welcome Centre,1615.24,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",994
Well Project (YSH),574.2,2023,"Beans, pulses, fish, eggs, meat and other proteins",9425
Well Project (YSH),45,2023,Dairy and alternatives,9425
Well Project (YSH),292.1,2023,Eat less often and in small amounts,9425
Well Project (YSH),585.8,2023,Fruit and vegetables,9425
Well Project (YSH),50,2023,Not Applicable,9425
Well Project (YSH),138.4,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9425
Westwood Primary School,547.35,2023,"Beans, pulses, fish, eggs, meat and other proteins",4665
Westwood Primary School,617.8,2023,Dairy and alternatives,4665
Westwood Primary School,438.5,2023,Eat less often and in small amounts,4665
Westwood Primary School,1837.93,2023,Fruit and vegetables,4665
Westwood Primary School,303.15,2023,Not Applicable,4665
Westwood Primary School,757.8,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4665
Yorkshire Pantry (Leeds) St Giles Trust,633.5,2023,"Beans, pulses, fish, eggs, meat and other proteins",8142
Yorkshire Pantry (Leeds) St Giles Trust,647.35,2023,Dairy and alternatives,8142
Yorkshire Pantry (Leeds) St Giles Trust,496.1,2023,Eat less often and in small amounts,8142
Yorkshire Pantry (Leeds) St Giles Trust,2323.45,2023,Fruit and vegetables,8142
Yorkshire Pantry (Leeds) St Giles Trust,377.18,2023,Not Applicable,8142
Yorkshire Pantry (Leeds) St Giles Trust,922.512,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8142
Youth Association (HH Only),0,2023,Dairy and alternatives,3600
Youth Association (HH Only),0,2023,Eat less often and in small amounts,3600
Youth Association (HH Only),0,2023,Fruit and vegetables,3600
Youth Association (HH Only),0,2023,Not Applicable,3600
Youth Association (HH Only),0,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3600
Zarach,1373.49,2023,"Beans, pulses, fish, eggs, meat and other proteins",10642
Zarach,2150,2023,Dairy and alternatives,10642
Zarach,1514.9,2023,Eat less often and in small amounts,10642
Zarach,4480.73,2023,Fruit and vegetables,10642
Zarach,1172.26,2023,Not Applicable,10642
Zarach,1886.16,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10642
Acorns,486.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",3147
Acorns,444.5,2024,Dairy and alternatives,3147
Acorns,457.3,2024,Eat less often and in small amounts,3147
Acorns,1934.3,2024,Fruit and vegetables,3147
Acorns,298.06,2024,Not Applicable,3147
Acorns,1244.9,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3147
Advancement of Community Empowerment,145,2024,"Beans, pulses, fish, eggs, meat and other proteins",12203
Advancement of Community Empowerment,447.3,2024,Dairy and alternatives,12203
Advancement of Community Empowerment,353.48,2024,Eat less often and in small amounts,12203
Advancement of Community Empowerment,1458.3,2024,Fruit and vegetables,12203
Advancement of Community Empowerment,221.9,2024,Not Applicable,12203
Advancement of Community Empowerment,864.3,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12203
Allerton Bywater Primary School,262.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",3376
Allerton Bywater Primary School,344.2,2024,Dairy and alternatives,3376
Allerton Bywater Primary School,252.06,2024,Eat less often and in small amounts,3376
Allerton Bywater Primary School,1158.7,2024,Fruit and vegetables,3376
Allerton Bywater Primary School,228.2,2024,Not Applicable,3376
Allerton Bywater Primary School,687.7,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3376
Allerton C of E Primary,349.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",5524
Allerton C of E Primary,297.7,2024,Dairy and alternatives,5524
Allerton C of E Primary,358.37,2024,Eat less often and in small amounts,5524
Allerton C of E Primary,1197.8,2024,Fruit and vegetables,5524
Allerton C of E Primary,213.7,2024,Not Applicable,5524
Allerton C of E Primary,834.9,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5524
Armley Action Team,458.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",11975
Armley Action Team,465.4,2024,Dairy and alternatives,11975
Armley Action Team,379.31,2024,Eat less often and in small amounts,11975
Armley Action Team,2059.5,2024,Fruit and vegetables,11975
Armley Action Team,311,2024,Not Applicable,11975
Armley Action Team,1171.32,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11975
Barkerend Primary Academy (Foodbank),48.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",6920
Barkerend Primary Academy (Foodbank),218.4,2024,Dairy and alternatives,6920
Barkerend Primary Academy (Foodbank),247.76,2024,Eat less often and in small amounts,6920
Barkerend Primary Academy (Foodbank),1353.2,2024,Fruit and vegetables,6920
Barkerend Primary Academy (Foodbank),282,2024,Not Applicable,6920
Barkerend Primary Academy (Foodbank),3,2024,Oil & Spreads,6920
Barkerend Primary Academy (Foodbank),865.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6920
Batley Care and Drop In (RC),434.8,2024,"Beans, pulses, fish, eggs, meat and other proteins",934
Batley Care and Drop In (RC),467.6,2024,Dairy and alternatives,934
Batley Care and Drop In (RC),366.25,2024,Eat less often and in small amounts,934
Batley Care and Drop In (RC),1432.45,2024,Fruit and vegetables,934
Batley Care and Drop In (RC),92,2024,Not Applicable,934
Batley Care and Drop In (RC),757.9,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",934
Batley Drop In (SRC),788.1,2024,"Beans, pulses, fish, eggs, meat and other proteins",3906
Batley Drop In (SRC),464.6,2024,Dairy and alternatives,3906
Batley Drop In (SRC),526.06,2024,Eat less often and in small amounts,3906
Batley Drop In (SRC),1920.6,2024,Fruit and vegetables,3906
Batley Drop In (SRC),234.1,2024,Not Applicable,3906
Batley Drop In (SRC),1496,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3906
Batley Outreach and Drop In  (YSH),478.3,2024,"Beans, pulses, fish, eggs, meat and other proteins",10136
Batley Outreach and Drop In  (YSH),217.6,2024,Eat less often and in small amounts,10136
Batley Outreach and Drop In  (YSH),506.85,2024,Fruit and vegetables,10136
Batley Outreach and Drop In  (YSH),7,2024,Not Applicable,10136
Batley Outreach and Drop In  (YSH),421.35,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10136
Beacon House Hostel,67,2024,"Beans, pulses, fish, eggs, meat and other proteins",935
Beacon House Hostel,61.6,2024,Dairy and alternatives,935
Beacon House Hostel,33.6,2024,Eat less often and in small amounts,935
Beacon House Hostel,93.3,2024,Fruit and vegetables,935
Beacon House Hostel,4,2024,Not Applicable,935
Beacon House Hostel,48,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",935
Beeston Village Food Pantry (HFA),463.5,2024,"Beans, pulses, fish, eggs, meat and other proteins",9901
Beeston Village Food Pantry (HFA),364.7,2024,Dairy and alternatives,9901
Beeston Village Food Pantry (HFA),516.23,2024,Eat less often and in small amounts,9901
Beeston Village Food Pantry (HFA),1760.3,2024,Fruit and vegetables,9901
Beeston Village Food Pantry (HFA),316.9,2024,Not Applicable,9901
Beeston Village Food Pantry (HFA),1.5,2024,Oil & Spreads,9901
Beeston Village Food Pantry (HFA),1139.3,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9901
Beeston Village Pantry YSH,142.3,2024,"Beans, pulses, fish, eggs, meat and other proteins",9903
Beeston Village Pantry YSH,90.7,2024,Eat less often and in small amounts,9903
Beeston Village Pantry YSH,286.198,2024,Fruit and vegetables,9903
Beeston Village Pantry YSH,30,2024,Not Applicable,9903
Beeston Village Pantry YSH,181.4,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9903
Birstall Community Centre (Howden Clough),788.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",8556
Birstall Community Centre (Howden Clough),695.8,2024,Dairy and alternatives,8556
Birstall Community Centre (Howden Clough),709.9,2024,Eat less often and in small amounts,8556
